title,organisation,lat,lon,region
Duff's Flat Wetland,Pan Pac Forest Products,-39.7147,176.2891,Wellington
"trap area 3 upper Glen road Ashley""s Farm",,-39.5334,174.0856,Unknown
Trap area 1 extend to add Ingrams block,,-39.5415,174.0713,Unknown
Bradleys farm,,-39.5707,174.0977,Unknown
Durham Farms Hub,Durham Farms,-36.0415,174.402,Northland
Free Your Farm (predator and leptospirosis eradication plan) ,Zoetis ,-39.2006,174.4125,Unknown
My Garden,,-39.5556,174.1029,Unknown
Ridgefield,Private,-45.7424,168.4934,Otago
Littleridge,Private,-46.3727,168.3839,Otago
Summerhill Farm,,-36.0227,174.4614,Northland
Hillary trap lines,Hillary Outdoors,-39.0399,175.567,Unknown
Predator Press @ Elsewhere,Privately funded,-45.5766,170.1145,Otago
mimi possum slay,,-35.455,174.4153,Northland
RestoreHB - Bushglen Reserve,Friends of Bushglen reserve,-36.7273,174.7368,Auckland
Waiatarua Pest Trapping (Trap Library data) ,Pest Free Waiatarua (WRRA),-36.9278,174.5654,Auckland
Strath Taieri,Strath Taieri Hunt,-45.5186,170.1822,Otago
MacKenzie Wetlands,,-46.0881,168.4042,Otago
Waimarama Rat Hunter,Waimarama Rat Hunter,-39.7825,176.9908,Unknown
Trapping Coopers Creek,Tim and Karen at Coopers creek,-44.0184,171.2735,West Coast
Bledisloe St,,-39.6395,176.8194,Unknown
12 Long Grass Place,,-44.6666,169.2841,Otago
Wahinehine park traps,WCC,-41.2223,174.8395,Wellington
8 Donald Bruce rd,,-36.7986,175.0306,Auckland
Queenstown Airport ,Queenstown Airport Corporation ,-45.0188,168.747,Otago
Camp Hill Pest Control (Rees Valley),Camp Hill Pest Control,-44.7574,168.4137,Otago
2708 Coast Rd,,-42.2518,171.323,West Coast
3342 Coast Rd,,-42.1951,171.3408,West Coast
Edwards Project,"Private Landowner, Church Bay Rd with Olive Groves and Press. Subject to NP3 Food Safety Plan audits. Requires monthly baiting. Mouse stations x3  inside olive shed. A24 x3. KML rat box x 8. This project doesn't cover site just protects buildings.",-36.784,174.9989,Auckland
Graeme D,,-37.885,175.4893,Waikato
Martha's Bush,Andrew Tierney,-41.0465,174.8845,Wellington
Te Manawa,Te Manawa,-41.1493,172.924,Nelson Marlborough
Pumanawa Farms,Pumanawa Farms,-35.0188,173.7902,Northland
Black Swamp Predator Control Zone,Conservation Coast,-36.1446,174.6077,Northland
Te Maruia Waka Huia,Department of Conservation,-42.3448,172.2302,Canterbury
trap area 4 upper glen road Greylings farm,,-39.5428,174.08,Unknown
Coniston Kenepuru,Coniston Farm,-41.172,174.1252,Nelson Marlborough
Te Orewai Pipiwai Community Kaitiaki,Te Orewai Te Horo Trust,-35.6228,174.01,Northland
TePuna-Greenwood Crew,,-39.6756,176.8927,Unknown
Tamatea,,-39.5084,176.8675,Unknown
Waipapa West Trappers,Kiwi Coast,-35.1785,173.8872,Northland
Waihou Valley Trapping,Kiwi Coast,-35.2923,173.6257,Northland
Urquhart Backyard pest control ,,-35.845,174.5382,Northland
Scandrett & Mahurangi East Regional Parks,Auckland Council,-36.4773,174.7508,Northland
Ohakune Gully,Predator Free Taupo,-38.72,176.0969,Unknown
Red Beach Park,,-36.606,174.708,Auckland
Birdlife on Grampians,Birdlife on Grampians,-41.2939,173.281,Nelson Marlborough
Derwent Trappers,,-36.9241,174.66,Auckland
324 Moores Valley Road,private trapping,-41.2598,174.9882,Wellington
Morrinsville Road Gully,,-37.7979,175.3335,Waikato
Nikau Place Trappers,Kiwicoast,-35.7244,174.344,Northland
My Backyard,Greg Hill,-37.8224,175.2835,Waikato
Pumanawa Farms,Pumanawa Farms,-35.0226,173.7796,Northland
"14 Waitotara Lane, Waikaraka, Northland",,-35.7682,174.4018,Northland
Pest Free Stingray Bay,Pest Free Stingray Bay Snells Beach,-36.4263,174.7354,Northland
Cecil Peak Stoat Traps,Cecil Peak Station,-45.1194,168.6627,Otago
Penguin Rescue Te Rakaahineatea pa,Penqiun rescue Te Aoturoa Moeraki whanau,-45.3939,170.8671,Otago
Riponui Kiwi project ,Private Landowners ,-35.5391,174.1329,Northland
WTPCG,Waikaraka Tamaterau Pest Control Group,-35.7747,174.4129,Northland
Main Road Kauri,,-35.6452,174.3119,Northland
Butler Point,,-34.9816,173.537,Northland
6 Tomkins,,-45.9053,170.4421,Otago
Lagoon Walkway,Invercargill City Council,-46.4313,168.3463,Otago
Miramar Eradication - volunteers,Predator Free Wellington,-41.3202,174.8091,Wellington
Kiwitechnics,Kiwitechnics,-36.6048,174.7864,Auckland
PFCville,Pest Free Coatesville,-36.7255,174.6325,Auckland
Mataia Restoration Project,Mataia Restoration Project,-36.4817,174.4293,Northland
Patiti Island,Waimangu volcanic valley,-38.2678,176.4463,Waikato
Elsthorpe-Kairakau,Baytrap ltd,-39.8823,176.8267,Unknown
Anakiwa Outward Bound Trapping Program,Outward Bound,-41.2611,173.9201,Nelson Marlborough
Shotover Equestrian Area,Nickolls Family,-45.0113,168.7738,Otago
Burrell Busters,Neighbourhood community group NETR funded,-36.7929,175.0192,Auckland
RestoreHB - Lonely Track Road,Private,-36.7054,174.7085,Auckland
67a sunrise ,private,-36.7343,174.7423,Auckland
Kaitara,,-35.7379,174.222,Northland
357 Hurford Rd - 1ha block trapping,,-39.1291,174.0211,Unknown
Pataua Farms Est.,,-35.735,174.5016,Northland
Belleau Wood,,-43.734,172.7853,Canterbury
McMumby,Custom Construction,-39.092,174.0578,Unknown
"Asheley next door neighour murray""s run off",,-39.5329,174.0832,Unknown
Millbrook trapping,,-35.9757,174.3726,Northland
Vintage and Margret Reeve Lane Halo,Vintage Lane,-36.8123,175.049,Auckland
Predator free Fairfield-Waterloo,Predator free Fairfield-Waterloo,-41.2164,174.9245,Wellington
Dress circle - Blue Duck Station,Blue Duck Station,-39.1387,175.0583,Unknown
Clarkes of Crown Terrace,Pete Clarke,-44.9735,168.8762,Otago
Sleeping Barrels - Predator Free,Private,-41.5705,173.8101,Nelson Marlborough
Raumanga valley reserve ,Raumanga valley reserve ,-35.7386,174.2946,Northland
Klondyke Massive,Predator Free Franklin,-37.353,174.8127,Auckland
152 Mt Pleasant Rd,,-43.5642,172.7178,Canterbury
Pamu-Puketotara Top Block,Pamu-Landcorp & Kiwicoast,-35.2304,173.8048,Northland
Schooner Bay,,-36.2971,175.4394,Unknown
Queenstown Community Gardens (Harvest),Queenstown Community Gardens,-45.0161,168.6665,Otago
Karamea Street,,-39.0874,174.0403,Unknown
Pauanui Lakes Trapping,Pauanui Residents Association / Lakes ResortGolf and Country Club,-37.0661,175.836,Waikato
Makeretu-Tukipo PCA,Baytrap ltd,-39.9717,176.4004,Wellington
Whatatiri Maunga,,-35.7685,174.1532,Northland
RestoreHB - Campbells Bay ,Campbells Bay Urban Sanctuary and Restore Hibiscus & Bays,-36.7497,174.7569,Auckland
Wharekauhau Country Estate,Wharekauhau Country Estate,-41.3609,175.0686,Wellington
Brookside +,,-41.2796,173.2897,Nelson Marlborough
RestoreHB - Mairangi Bay ,Restore Hibiscus and Bays ,-36.7408,174.7481,Auckland
RestoreHB - Taiorahi,Restore Hibiscus and Bays ,-36.7312,174.7465,Auckland
RestoreHB - Rothesay Bay,Restore Hibiscus and Bays ,-36.7238,174.7476,Auckland
William Upton Hewett Memorial Reserve,Native Forest Restoration Trust,-35.6775,174.052,Northland
Predator Free Little Akaloa,Predator Free Little Akaloa,-43.6766,172.9924,Canterbury
Predator Free Featherston,Predator Free Featherston,-41.1072,175.3498,Wellington
Waterways ratcatchers predator control,Volunteer group,-37.9802,177.0779,Bay of Plenty
Wilson Bay Pest Control,Tui House,-45.059,168.5654,Otago
RestoreHB - Taiaotea,Restore Hibiscus and Bays ,-36.7182,174.7369,Auckland
RestoreHB - Deep Creek ,Restore Hibiscus and Bays ,-36.7026,174.7449,Auckland
Protheroe Farm Traplines,,-36.5373,174.2429,Auckland
RestoreHB - Long Bay ,"Friends of Long Bay , Restore Hibiscus and Bays ",-36.684,174.7361,Auckland
Hira School,Hira School,-41.2165,173.3949,Nelson Marlborough
Hautope PCA,Baytrap ltd,-39.9624,176.7599,Unknown
RestoreHB - Stillwater ,Friends of Okura Bush and Restore Hibiscus & Bays ,-36.6394,174.7129,Auckland
RestoreHB - Duck Creek,Friends of Okura Bush and Restore Hibiscus and Bays ,-36.6291,174.7071,Auckland
RestoreHB - Silverdale wade,Restore Hibiscus and Bays ,-36.6278,174.6893,Auckland
Pourerere PCA,Baytrap Ltd,-40.0021,176.8416,Unknown
Waimarama B PCA,Baytrap Ltd,-39.8499,176.9175,Unknown
RestoreHB - Okura ,"Friends of Okura Bush , Pest Free Okura ",-36.6761,174.7272,Auckland
RestoreHB - Okura North ,Friends of Okura Bush and Restore Hibiscus & Bays ,-36.6768,174.7036,Auckland
RestoreHB - Dairy flat,Friends of Okura Bush and Restore Hibiscus & Bays,-36.6589,174.677,Auckland
RestoreHB - Karepiro,Friends of Okura Bush and Restore Hibiscus & Bays,-36.6535,174.7156,Auckland
RestoreHB - Weiti South ,Restore Hibiscus and Bays ,-36.6435,174.6878,Auckland
RestoreHB - Otanerua,Restore Hibiscus and Bays ,-36.5554,174.7078,Auckland
RestoreHB - Waiwera,Restore Hibiscus and Bays ,-36.5458,174.6942,Auckland
AGL,Takapoto Conservation Project,-37.8657,175.4642,Waikato
Takapoto Conservation Project,Takapoto Conservation Project,-37.9803,175.6482,Waikato
Motu Kaikoura,Motu Kaikoura trust,-36.1756,175.3268,Unknown
Whakahekerau - Second Beach Ecology Action,Whakahekerau - Second Beach Ecology Action,-45.9155,170.4854,Otago
Piringa Predator Control,,-39.6502,176.4047,Wellington
Punawai Storm water,Predator free Taupo,-38.6808,176.0515,Waikato
QCC,,-35.6327,174.491,Northland
Oruaiti River Wai Restoration,Oruaiti School,-35.0045,173.5875,Northland
Operation Urban Ratpack,,-36.623,174.7214,Auckland
Poultry Safe Haven,Kaurivista Poultry,-37.1897,174.6585,Auckland
Soggy Bottom,Private,-37.703,175.1292,Waikato
TukiTuki PCA,Baytrap Ltd,-39.7813,176.8738,Unknown
Waimarama A PCA,Baytrap Ltd,-39.772,176.9577,Unknown
Te Mata PCA,Baytrap Ltd,-39.7229,176.8682,Unknown
Long Bay Predator Collaboration,McLean Family Trust,-36.7474,175.4802,Auckland
OWP Trapping Network,Orana Wildlife Park,-43.4681,172.4625,Canterbury
"108b Butcher Road, Matangi",Private,-37.7813,175.3649,Waikato
Waikawau Community,Whareorino School,-38.472,174.6799,Waikato
Bombay,Predator Free Franklin,-37.1812,174.9929,Auckland
Remutaka Hill Valley,,-41.1056,175.3026,Wellington
Wild Waikawa ,,-41.3036,174.0516,Nelson Marlborough
casey-Abbott,Home project,-36.9321,174.5832,Auckland
Reesvalley predator and pest operation.,Dart pest Control ,-44.7583,168.4511,Otago
Wharepoa Farmlett Pest Reduction ,Shana Allan,-37.2941,175.5657,Auckland
29a Gordons road,,-36.8118,175.0622,Auckland
Noviga Forest park,Noviga Ltd,-37.1875,175.0733,Auckland
Tangatupura PCA,Baytrap ltd,-40.0873,176.5548,Unknown
Weber PCA,Baytrap Ltd,-40.3265,176.4366,Wellington
Waitaki Trapping,Henry's Trapping,-44.7336,170.5399,Otago
Waikawa Glen trapping project,Waikawa Blueberries,-40.7078,175.2015,Wellington
Campbellhill,CamphillRegen,-43.1928,172.53,Canterbury
Taita Landcare,Taita Landcare,-35.5371,173.4841,Northland
Predator Free Whanganui Rural,,-39.653,175.1103,Wellington
Cookstooth PCA,Baytrap ltd,-40.3714,176.6041,Unknown
Ben Nevis PCA,Baytrap ltd,-40.1202,176.5937,Unknown
Tikokino South PCA,Baytrap Ltd,-39.9373,176.4963,Wellington
Gecko Colony ,,-41.226,173.3451,Nelson Marlborough
Owhiro Stream - Owhiro Bay Conservation Group,Owhiro Bay Conservation Group,-41.3385,174.7605,Wellington
Opua Bike Trail,Kiwi Coast & Bay Bush Action,-35.3488,174.1014,Northland
Whenua Iti Trap Line,Whenua Iti Outdoors,-41.1727,172.9968,Nelson Marlborough
Kaki Aviary,Department of Conservation,-44.2845,170.096,West Coast
Aureate Reforestation,Aureate Holdings,-37.3419,175.933,Waikato
Backyard Trapping ,Honey House Nelson ,-41.2249,173.3434,Nelson Marlborough
Oashore,Oashore,-43.8238,172.7381,Canterbury
South Otito Reserve ,Matapouri Kaitiaki Project ,-35.5674,174.5133,Northland
Nelson Boulder Bank,Department of Conservation,-41.2324,173.2964,Nelson Marlborough
Matai Valley,,-43.7314,172.7738,Canterbury
Trapping on Lot 17 Silverstream,Serenity Retreat,-36.9599,175.8079,Unknown
Sister Rene Shadbolt Trapping,EcoMatters Environment Trust,-36.9224,174.6923,Auckland
Rodent reduction Eaves Bush,,-36.5594,174.6885,Auckland
Signals Road Trappers,Kiwicoast/NRC,-35.2678,173.8064,Northland
Tawhiti Boundary,Feral Control,-39.5347,174.3385,Unknown
WWT TESTING TRAINING PROJECT,Wakatipu Wildlife Trust,-44.7801,168.8694,Otago
Fitzroy Golf Club,Fitzroy Golf Club,-39.0407,174.1072,Unknown
Bring back the Lizard's and the Birds,Bring back the Lizard's and the bird's,-41.3478,173.1885,Nelson Marlborough
Pestfree Woodbury,Pestfree Woodbury,-44.032,171.2043,West Coast
Pohatu Penguins Predator Control,Pohatu Penguins,-43.8612,173.0042,Unknown
Blacks Farm,Predator Free Franklin,-37.2787,175.0698,Auckland
Wild About Te Atatu - Rutherford Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8524,174.6475,Auckland
Wild About Te Atatū - Tawa Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8288,174.6451,Auckland
Queenstown Gardens Monitoring,Queenstown Lakes District Council,-45.037,168.6631,Otago
Motukorea/Browns Island,Auckland Council,-36.8308,174.8944,Auckland
Peihana Farm,Peihana Farm,-38.9986,174.4359,Unknown
Eastern Bays Songbird Project,Eastern Bays Songbird Project,-36.858,174.8489,Auckland
Ladbrooks Predator Free Area,,-43.6395,172.5274,Canterbury
Takapau PCA,Baytrap ltd,-40.0482,176.3465,Wellington
Wild About Te Atatu - Waipani Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8356,174.6532,Auckland
Wild About Te Atatu - Kervil Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8375,174.6467,Auckland
Wild About Te Atatu - Springbank Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8444,174.6466,Auckland
Tawa Esplanade - Rivercare Group Te Wai o Pareira,Rivercare Group Te Wai o Pareira,-36.8328,174.6428,Auckland
Wild About Te Atatu - Matipo Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8383,174.6393,Auckland
Wild About Te Atatu - Waimanu Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8348,174.6585,Auckland
Wild About Te Atatu - Buffer Backyard Trapping,Community Waitakere - Wild About Te Atatū,-36.8437,174.6547,Auckland
Predator Free Schnapper Rock,,-36.757,174.6847,Auckland
PROTECT THE BLUFF ,Protect the Bluff,-46.5967,168.3286,Southland
921 Pataua North Road,"Michael Ramsbottom, Gen Toop, Jordan MacDonald, Freya Harvey",-35.6712,174.4674,Northland
FF trapper,private,-39.0741,174.0998,Unknown
Totara North Trapping Network,,-35.0355,173.7178,Northland
Waihi Station Trapping,,-44.0001,171.1353,West Coast
Working Towards a Pest Free Te Atatū Peninsula – Backyard Rat Trapping,Community led group with support from Wild about Te Atatu and the Auckland Regional Council ,-36.8399,174.6495,Auckland
Upper Waihi River,,-44.0083,171.1801,West Coast
Conway's Bush,,-44.0099,171.1795,West Coast
Conway's Trust ,,-44.0085,171.1777,West Coast
Brighton Trapping Project,Brighton Trapping Project,-45.9591,170.2927,Otago
Nevis Bungy Monitoring,A J Hackett Bungy,-45.0575,169.0196,Otago
Nevis Bungy Trapping,A J Hackett Bungy,-45.0575,169.0196,Otago
Hidden Valley ,,-35.8349,174.5375,Northland
pests pio,,-38.3576,175.6539,Waikato
Predator Free Kirwee,Predator Free Kirwee,-43.4742,172.1648,Canterbury
Kawarau Bridge Monitoring,A J Hackett,-45.0048,168.8863,Otago
Kawarau Bridge Trapping,A J Hackett Bungy,-45.0048,168.8863,Otago
Kawarau River Trail Monitoring,A J Hackett,-44.9964,168.8408,Otago
Kawarau River Trail Trapping,A J Hackett,-44.9964,168.8408,Otago
Lowe Road Trapping ,,-35.5924,174.3792,Northland
Motukaraka Island ,Motukaraka Island Preservation Trust,-35.3908,173.4829,Northland
Duckett Biofund ,,-35.3234,174.2886,Northland
Pamu-Titoki ,Pamu in conjunction with Kiwicoast and NRC,-35.704,174.0769,Northland
Pamu-Rangiputa Landcorp Holdings,Pamu in conjunction with Kiwicoast and NRC,-34.9083,173.3436,Northland
Pamu-Omamari ,Pamu in conjunction with Kiwicoast and NRC,-35.8733,173.7247,Northland
Pamu-Mangatoa,Pamu in conjunction with Kiwicoast and NRC,-35.4166,173.7056,Northland
341Higgins,,-41.4105,173.0631,Nelson Marlborough
Ruru Forest,Ruru Forest Partnership,-40.925,175.1036,Wellington
Roland Hill,,-36.9166,174.6601,Auckland
Old Mill Creek,,-37.908,175.4597,Waikato
Hatuma  PCA,Baytrap Ltd,-40.0223,176.486,Wellington
Rakautatahi PCA,Baytrap Ltd,-40.0301,176.2408,Wellington
Pamu-Puketotara Lower Block,Pamu-Landcorp NZ ,-35.2227,173.883,Northland
Long Bay Esplanade Reserve,Forest and Bird Upper Coromandel Branch,-36.7392,175.479,Auckland
Pest Free West Lynn Gardens Group,West Lynn Gardens supported by EcoMatters Environment Trust,-36.9223,174.6693,Auckland
Tikokino PCA,Baytrap Ltd,-39.8314,176.4537,Wellington
Havens Hole,Havens Hole Trapping,-41.2627,173.2897,Nelson Marlborough
Haast Community Trap Line,,-43.9297,168.964,West Coast
project mcb,horizons regional council,-40.2833,175.7639,Wellington
Morepork Valley Conservation Crew (Tanekaha),,-35.5847,174.2177,Northland
Duntroon Wetlands Project,,-44.8521,170.6844,Otago
Burnside Primary School,Burnside Primary School,-43.5123,172.5839,Canterbury
Pest free Ruatangata,Private landowners,-35.6668,174.1757,Northland
Larissa Avenue Backyard Pest Control,,-36.8608,174.6213,Auckland
Nikau Walkway,Te Pahu Landcare Group,-37.9354,175.0763,Waikato
Wekaweka CPCA,Wekaweka Landcare Group and Native Forest Restoration Trust,-35.5839,173.5968,Northland
Ngunguru Ford Road Community Traps,Ngunguru Ford Road Landcare,-35.6568,174.4514,Northland
Rodent Retirement,Summerset Village Taupo,-38.7308,176.0716,Unknown
Tāpuinikau Pā,Te Kāhui o Taranaki,-39.25,173.8373,Unknown
Burtt Reserve,C A & N V Gane,-37.1599,174.9139,Auckland
Chartwell and Queenwood backyards,,-37.7496,175.2737,Waikato
Future Proof,Wairakei Thermal Valley,-38.6151,176.0833,Waikato
Tangihua Lands Farm,Tangihua Lands Ltd,-35.8278,174.1106,Northland
Opara/Wharekawa Kiwi Protection Area,,-35.4301,173.4759,Northland
Wyuna Preserve,Wyuna Preserve,-44.8847,168.4098,Otago
Tawatawa Reserve,Tawatawa Southern Environmental Association,-41.3326,174.7641,Wellington
Ruru Ave,none,-46.4355,168.2815,Otago
The Fantail Trust ,Quickenberry Guesthouse ,-43.5062,171.642,West Coast
Wekaweka RD-ST,Te Aho Taiao O Waimamaku (TATOW),-35.5723,173.593,Northland
KNE NRGE Farms,,-39.2617,173.8415,Unknown
Predator Free Opoutere ,ORRA,-37.0977,175.8772,Waikato
Mimiwhangata,Department of Conservation,-35.4532,174.4093,Northland
Wild Dalmore Reserve,Wild Dalmore Reserve,-45.8494,170.5174,Otago
Te Ārai Regional Park,Auckland Council,-36.165,174.6443,Northland
Linda,,-38.1516,176.2327,Waikato
Panmure basin ,,-36.9064,174.8432,Auckland
46 Norfolk Road Lower Pest Management,Youmans Consulting,-39.2024,174.2367,Unknown
Rotohiwi PCA,Baytrap Ltd,-40.204,176.385,Wellington
Harrison Cove,Tawaki Project,-44.6171,167.908,Otago
GLENTUI,Me and me grandad ,-43.1974,172.2472,Canterbury
Norfolk School,Norfolk School,-39.2011,174.2313,Unknown
OBRIEN DAIRIES,Personal business ,-37.6081,175.214,Waikato
Utuhina JPC,John Paul College,-38.1469,176.2279,Waikato
Chad Street Gully,Predator free Taupo,-38.7226,176.0756,Unknown
Dr Armstrong Gully,Predator free Taupo,-38.7037,176.095,Unknown
Hipapatua,Predator free Taupo,-38.6638,176.0819,Waikato
Carew Peel Forest School and Community,DOC and Peel Forest Outdoor Centre,-43.9594,171.3565,West Coast
OBRIEN DAIRIES 2,,-37.612,175.219,Waikato
OBRIEN DAIRIES 3,,-37.6156,175.2141,Waikato
Elder Lane Residential,,-37.7044,176.112,Waikato
Waikoura Valley Trappers ,Kiwi Coast,-35.0706,173.7712,Northland
Wooodland Heights Pest Control ,,-35.7734,174.4309,Northland
Pestfree Pompallier,Neighbourhood,-35.7549,174.2857,Northland
Mahurangi West Pest,Mahu West/Pest Team,-36.5012,174.6886,Auckland
Waimarino Forest,Ernslaw One,-39.4057,175.1353,Unknown
Willowflat Pest Control,N/A,-39.0026,176.9481,East Coast
TE MAIRE 2021 ,Kaitiaki o te Ngahere,-37.6783,175.8919,Waikato
Savey Avocados,,-35.8317,174.1831,Northland
Northtec (Dyer St campus) Rabbit Control,Northtec Pest Operations,-35.7579,174.315,Northland
Kereru North,,-36.7681,174.7054,Auckland
Tauraroa Road Landcare,,-35.8464,174.2062,Northland
Momorangi Bay,Ngakuta Bay,-41.2722,173.9417,Nelson Marlborough
Te Koru Pā,Te Kāhui o Taranaki,-39.13,173.9892,Unknown
Tukitukipapa Pā,,-39.1418,173.8723,Unknown
Tataraimaka Pā,,-39.1334,173.8904,Unknown
Okura River rd,Exhale Contractors Ltd,-36.6851,174.7195,Auckland
Parkiri ,,-36.2411,174.6896,Northland
Bendalls Lane,,-36.9236,174.5903,Auckland
Pest Free Grafton,Pest Free Grafton,-36.8629,174.768,Auckland
North West Pest,,-41.104,173.8783,Nelson Marlborough
Balmain,,-36.7941,174.7325,Auckland
Anglers Lodge,Anglers Lodge 2020 Ltd,-36.6724,175.4425,Auckland
Pest-Free Cottage,,-41.4823,173.9688,Nelson Marlborough
RBWG,Rings beach wetland group Inc.,-36.7415,175.6849,Unknown
Wildbase Recovery Aviaries,Central Energy Trust Wildbase Recovery,-40.3712,175.6169,Wellington
Cook's Property.,Kauri Landcare,-35.6495,174.283,Northland
Omata road ,,-39.0766,174.036,Unknown
Matariki River site,Predator free Taupo,-38.6787,176.0746,Waikato
HN Venturers,Havelock North Venturers,-39.6865,176.8734,Unknown
Wakatipu Clay Target Club,Wakatipu Clay Target Club,-45.0445,169.0194,Otago
Hollyford Conservation Trust,Hollyford Conservation Trust,-44.4135,168.0242,West Coast
SOUTHERN Taipari Strand - Rivercare Group Te Wai o Pareira,Community Waitakere - Wild About Te Atatu,-36.8418,174.6351,Auckland
Orari River - Vance Road,Orari River Protection Group,-44.1195,171.2961,West Coast
Mangawhai Grove,Mangawhai Grove residents,-36.1423,174.5744,Northland
Tutaekuri River Community Trapping Project,HBRC Fish and Game,-39.4985,176.7357,East Coast
Coast Road Cottage,"Home of two conservation & pest eradication enthusiasts. We have an orchard, vegetable garden, chickens and many things that pest seem to love. Trapping keeps us very busy.",-41.2927,174.9495,Wellington
Dennistoun Bush,Project Peel,-43.9062,171.2374,West Coast
Wild About Te Atatū - Matipo School Student Predator Control and Monitoring,Community Waitakere,-36.837,174.6403,Auckland
Titoki Trapping Group,Titoki Trapping Group,-41.2373,173.3261,Nelson Marlborough
Baylys Beach Pest Control,Baylys Beach Society,-35.9539,173.7693,Northland
Predator Free Wai Huruhuru Creek,Predator Free Wai Huruhuru Creek,-36.8466,174.624,Auckland
Maraekakaho PCA,Baytrap Ltd,-39.6956,176.6145,Unknown
Restoration Ruatuna Public Places,Restoration Ruatuna,-36.9641,174.6348,Auckland
Kew Bush ,Kew Bush Volunteers ,-46.4395,168.3562,Otago
Irvine road at Purua,,-35.629,174.1283,Northland
Morven Ferry Peninsula,Morven Ferry Peninsula,-44.9948,168.8391,Otago
Ohui Lodge Pest control,Ohui Lodge,-37.085,175.8795,Waikato
Back-yard Project,,-35.6561,174.3064,Northland
Judge and Jury Farm - Gibbston,Judge and Jury Farm,-45.0061,168.8888,Otago
Dryland Track,,-35.5738,174.332,Northland
Whitebait Stand Predator Control,,-38.7156,174.6557,Unknown
Walter Scott Reserve,,-38.0731,175.0919,Waikato
Jack Bush,,-35.1117,173.5879,Northland
Brad Cotton Biofund 2020-23,,-35.9643,174.1152,Northland
reWild Wainui ,reWild Wainui,-43.8174,172.8843,Canterbury
Tarore1,Taita College,-41.1759,174.9689,Wellington
Tauhoa Trappers,,-36.3765,174.4487,Northland
Korokoro School DOR,Korokoro School,-41.2155,174.8666,Wellington
Wainuiiti Restoration,Terra Whenua Conservation Services,-38.0389,177.0871,Bay of Plenty
Makara farms  Croydon,,-39.2575,174.3265,Unknown
Matukituki River Live Trapping,Southern Lakes Santuary,-44.5613,168.8974,Otago
Minihaha Reserve pest control ,,-36.9513,174.6316,Auckland
PFPN,,-40.3522,175.6136,Wellington
Old North Road Backyard Trapping ,,-35.5427,174.2765,Northland
Whirinaki ,Contact Energy ,-39.3829,176.8883,East Coast
Te Orewai Kiwi Project,Te Orewai Te Horo Trust,-35.6302,174.0074,Northland
Rapanui Reserve ,NPDC,-38.7997,174.5921,Unknown
Road Covenant,,-43.7169,172.7468,Canterbury
De Pass Boundary Area,,-43.7111,172.7466,Canterbury
Totora Block,,-43.7067,172.7556,Canterbury
Alps Block,,-43.7202,172.7632,Canterbury
Home Block,,-43.7142,172.7556,Canterbury
Big Cattle Flat Block,,-43.7082,172.7628,Canterbury
141 Portia street ,,-39.3499,174.2854,Unknown
Predator Free Wainui,Steeples Incorporated,-36.6146,174.5997,Auckland
rakaia ,,-43.7478,172.0512,Canterbury
Mana Manu Trust,Mana Manu Trust,-36.7424,175.6091,Unknown
Halekulani,Private ,-35.7615,174.3897,Northland
Highfield Garden Reserve,,-36.4292,174.7395,Northland
Te Ngaere,Private ,-35.0232,173.8562,Northland
Pest Free Sandringham,Urban Ark – Manawa Taiao,-36.8922,174.7365,Auckland
Kinloch Backyard,Predator free Taupo,-38.6461,175.931,Waikato
Waipu West ,Piroa-Brynderwyn Landcare,-36.0018,174.3694,Northland
Mahia Forest,Mahia Forest,-39.0257,177.4604,East Coast
Kelburn Conservation Network,Kelburn Conservation Network,-41.2864,174.7654,Wellington
Kereru PCA,Baytrap Ltd,-39.6187,176.3823,Wellington
Mangaorapa PCA,Baytrap Ltd,-40.3513,176.5085,Unknown
Te Uri PCA,Baytrap Ltd,-40.2814,176.4893,Wellington
Porangahau PCA,Baytrap Ltd,-40.2426,176.6403,Unknown
Ngawaka,Baytrap Ltd,-40.1893,176.442,Wellington
Baker Two,Baytrap Ltd,-40.1146,176.7976,Unknown
Valley Staniforth Te Arai,Northland Regional Council - initial funding,-36.1766,174.5477,Northland
Te Ārai South,AgriPest NZ,-36.1847,174.6546,Northland
Ruawhero Conservation Project,Private,-37.1147,175.8641,Waikato
New Zealand Bird Rescue Charitable Trust,NZ Bird Rescue,-36.939,174.6716,Auckland
Waikare Whenua Kaitiaki Trappers,Mid North Kiwi Coast,-35.3335,174.2379,Northland
Noel Nairn Walkway Urenui School,Urenui School,-39,174.3911,Unknown
Otuwhero Inlet South,Split Apple Rock Owners Association,-41.0173,173.0097,Nelson Marlborough
"Lake Domain, Wairarapa Moana",Wairarapa Moana Wetlands Project,-41.172,175.3157,Wellington
Mt Cass Wind Farm - Pest Control Monitoring,Mt Cass Wind Farm Ltd,-43.0735,172.8419,Canterbury
Whitianga Conservation,Whitianga Conservation,-36.8706,175.7401,Unknown
